"Week_Number" "month" "day" "year" "ARRefillVol1" "ARRefillVol2" "BRRunoffAprJuly" "BRRefillCurve" "DallesJanJul" "DallesRunoffAprAug" "DallesRunoffAprSep" "ModDallesRunoffAprSep" "DARunoffJanApr" "DURefillVol" "DURefillVol1" "DURunoffAprAug" "DWRefillVol1" "DWRefillVol2" "DWRunoffAprJuly" "DWSumRunoffMarJun" "GCRefillVol1" "GCRefillVol2" "GCRunoffJanApr" "HHInQAprAug" "HHRefillVol" "HHRefillVol1" "HHSumAprAug" "HHSumAprJul" "HHSumMaySept" "LBRefillVol2" "LBRefillVol1" "LBSumAprAug" "LBSumMayAug" "MIRefillVol1" "MIRefillVol2" "MISumRunoffAprilAug" "MISumRunoffMayAug" "PriVICMI" "PriVICREV" "PriVICAR" "PriVICDU" "PriVICLB" "PriVICBONF" "PriVICCL" "PriVICCOL" "PriVICHH" "PriVICKE" "PriVICNOX" "PriVICCB" "PriVICAF" "PriVICBD" "PriVICGC" "PriVICCJ" "PriVICWE" "PriVICRR" "PriVICRI" "PriVICWA" "PriVICPR" "PriVICPAL" "PriVICMIL" "PriVICBR" "PriVICOX" "PriVICHC" "PriVICDW" "PriVICLG" "PriVICLIG" "PriVICLM" "PriVICIH" "PriVICMCN" "PriVICJD" "PriVICDA" "PriVICBON" "DemVICAF" "DemVICAR" "DemVICBONF" "DemVICBON" "DemVICBD" "DemVICBR" "DemVICCB" "DemVICCJ" "DemVICCOL" "DemVICCL" "DemVICDA" "DemVICDU" "DemVICDW" "DemVICKE" "DemVICHH" "DemVICGC" "DemVICHC" "DemVICIH" "DemVICJD" "DemVICLB" "DemVICLIG" "DemVICLG" "DemVICLM" "DemVICMCN" "DemVICMI" "DemVICMIL" "DemVICNOX" "DemVICOX" "DemVICPAL" "DemVICPR" "DemVICREV" "DemVICRI" "DemVICRR" "DemVICWA" "DemVICWE" "RetVICWA" "RetVICPR" "RetVICMCN" "IflowCJ" "IflowDA" "IflowJD" "IflowMCN" "IflowPR" "IflowRR" "IflowRI" "IflowWA" "IflowWE" "CurtVICCJ" "CurtVICDA" "CurtVICJD" "CurtVICMCN" "CurtVICPR" "CurtVICRR" "CurtVICRI" "CurtVICWA" "CurtVICWE"
48 7 2 1995 7100000 4248286.66538659 0 0 0 0 0 0 0 1071762.06270566 1100000 0 3451883.974 3467950 0 0 5080778 3921900 0 0 3615760.50627934 3572700.25 0 0 0 4936473.94821157 5440000 0 0 18910627.43 18065773.7213275 0 0 910181.319557143 1211177.07578571 1502951.67334286 130649.279528571 408408.667971429 468363.058842857 817981.633671429 306186.500957143 96285.6370285714 357247.005942857 548963.403814286 562575.968228571 609457.298914286 594724.073142857 3011895.41387143 3056503.6863 3174544.03795714 3268401.90595714 3360746.38525714 3362245.88965714 3389941.10121429 198103.309107926 345040.367320625 262698.889885714 262698.889885714 294605.011285714 62848.2756857143 1110222.34701429 1116228.2985 1121698.7127 1124987.30832857 4496868.90218571 4535768.74384286 4597113.54818571 4662833.8905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187400.425972083 495107.185273674 1290980.43971798 0 0 0 0 0 0 0 0 0 245.365242819215 38.9595113023667 3684.30153079649 3521.5149031002 151.135274001508 707.875166783003 975.716637720725 3.14564240968868 1689.33681107497
49 7 9 1995 7100000 5148863.82405423 0 0 0 0 0 0 0 1177209.40140068 1175000 0 3455900.4805 3467950 0 0 6087433.5 5595035.09367584 0 0 3639334.30413967 3591295.1875 0 0 0 5256179.69624439 5545000 0 0 18932991.12 18640840.5518992 0 0 713908.887814286 931785.290357143 1164377.06742857 112389.441557143 305835.426514286 358885.353342857 642559.453585714 212903.839671429 58909.1014285714 266846.328642857 460413.305357143 472619.588528571 509208.685971429 513568.356171429 2414136.62944286 2463848.37385714 2565102.60681429 2644260.96805714 2719313.54344286 2726491.72654286 2752302.64024286 273280.222218432 394482.273487778 173958.378171429 173958.378171429 202201.027842857 49553.0667 860174.0379 864029.906357143 870107.262814286 880455.033257143 3700471.4046 3745226.45391429 3814096.54885714 3883700.52822857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 194341.116103044 416445.275746164 1311802.69878835 0 0 0 0 0 0 0 0 0 110.277237485403 22.6216491718746 3141.44732521185 2643.09251804297 118.064245949852 657.195892783107 981.255064769173 4.02712712607284 1363.72804864746
50 7 16 1995 7100000 5829472.01782187 0 0 0 0 0 0 0 1264006.15825283 1250000 0 3459916.987 3467950 0 0 7094089 6909459.12391246 0 0 3647080 3609890.125 0 0 0 5483544.93192007 5650000 0 0 18955354.81 19099257.4442852 0 0 597258.949628571 765881.789657143 944408.102528571 93738.8597142857 213494.914157143 245202.688414286 473801.7375 145269.447428571 43080.9994285714 177030.775414286 319900.222414286 330521.711914286 351225.186685714 355689.980871429 1800371.23058571 1829339.8308 1898382.48775714 1965326.63194286 2021427.13782857 2023111.10507143 2040617.2239 278183.531369384 384368.0174152 174495.898928571 174495.898928571 193249.621285714 19630.4167285714 619356.804814286 627570.36 631842.757457143 633727.055314286 2675002.79172857 2701712.21798571 2763239.5017 2822700.00818571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 194341.116103044 416445.275746164 1311802.69878835 0 0 0 0 0 0 0 0 0 210.621788778378 9.93443725965468 2116.62589403911 2419.71257248855 152.971280266916 671.130873180688 763.803792608426 4.02712712607284 1625.0318180383
51 7 23 1995 7100000 6741259.75700379 0 0 0 0 0 0 0 1357596.30474784 1325000 0 3463933.4935 3467950 0 0 8100744.5 8266825.31057766 0 0 3647080 3628485.0625 0 0 0 5691882.72618146 5755000 0 0 18977718.5 19677692.2093426 0 0 717276.8223 970024.636028571 1175587.64794286 100532.249357143 194467.472742857 226546.156157143 440826.525 112101.8382 28212.8976 141869.7774 240174.588342857 249264.8379 264503.848885714 257531.946814286 1843313.38701429 1865950.74642857 1921077.36784286 1971358.36855714 2013753.08687143 2014334.244 2021851.60071429 176771.230408022 272427.311316777 157971.598457143 157971.598457143 166141.517271429 8415.86927142857 459465.206014286 463783.223314286 467401.0752 467242.397485714 2439130.35291429 2448224.56941429 2508422.92727143 2554520.78674286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 194341.116103044 416445.275746164 1311802.69878835 0 0 0 0 0 0 0 0 0 226.914905677532 19.8688745193094 2945.88151095637 3210.90558548934 185.248128811727 645.966466359313 1107.45546716572 3.14564240968868 1757.19255573208
52 7 30 1995 7100000 7327300 0 0 0 0 0 0 0 1423400 1400000 0 3467950 3467950 0 0 9107400 9107400 0 0 3647080 3647080 0 0 0 5855162 5860000 0 0 19000082.19 20075520 0 0 536669.8479 700234.835785714 849840.151757143 72745.7981142857 149408.9523 162021.847114286 319648.321542857 77020.1790428571 14312.7298285714 95040.0169714286 178234.742571429 182586.478885714 201179.540057143 194013.257785714 1326521.88977143 1346348.67017143 1391194.95917143 1420056.45192857 1447731.82877143 1448711.66365714 1454511.33411429 130213.921153848 214824.258626464 163967.632585714 163967.632585714 172361.683671429 11325.6218571429 400484.699614286 402218.253642857 405072.469028571 404205.692014286 1870857.85474286 1877936.86427143 1939200.34628571 2028038.0481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 194341.116103044 416445.275746164 1311802.69878835 0 0 0 0 0 0 0 0 0 157.660568702734 10.173712918565 1870.13415975351 1777.36811543127 143.488015493845 754.438731096251 941.708953047888 3.14564240968868 1685.15990278362
1 8 6 1995 5680000 227340 0 0 0 0 0 0 0 227340 1146600 0 3128024.6252 1630583.60088519 0 0 8070288.4 3921900 0 0 641337.971892994 3494155.234 0 0 0 900295.5 5466000 0 0 17734446.226 14126977.8483187 0 0 605819.612314286 782130.3876 1009920.18034286 115332.913157143 187963.669928571 194884.001742857 451731.650914286 76008.6086142857 18700.1686285714 85745.4698571429 151013.580685714 152876.060357143 173440.692128571 159980.855014286 1610586.73388571 1631093.84498571 1671995.00931429 1694796.99685714 1717731.87698571 1716525.92635714 1723345.10112857 90431.8817082483 143743.848646141 263327.650328571 263327.650328571 272505.172628571 18628.7636571429 464191.818428571 464481.405257143 467163.058628571 466982.562728571 2136412.94348571 2117643.35335714 2173037.74341429 2263642.71827143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 196192.042275629 471971.362826316 1156792.53744906 0 0 0 0 0 0 0 0 0 226.50286590611 19.8688745193094 1417.58988818506 934.793594527808 178.31921407351 689.927978702502 1034.37315563733 3.14564240968868 1612.02955053361
2 8 13 1995 4260000 227340 0 0 0 0 0 0 0 227340 893200 0 2788099.2504 1594092.0706453 0 0 7033176.8 3921900 0 0 624764.32456761 3341230.468 0 0 0 900295.5 5072000 0 0 16468810.262 14444145.7898618 0 0 456009.998785714 607249.695214286 804878.821414286 80816.5433571429 202464.829542857 213201.360385714 411159.742842857 73832.7404571429 18761.6562428571 84981.8333571429 147974.902457143 149551.762242857 168547.468114286 154482.672214286 1385387.35482857 1413929.50868571 1456379.7642 1478872.3302 1501477.95407143 1503739.1115 1520634.32112857 83086.6418443462 123574.580597192 215145.162385714 215145.162385714 225459.213814286 19045.2926571429 412006.685142857 411157.759371429 413980.239214286 413119.412614286 1947733.24037143 1939364.97441429 1998393.08412857 2081371.61134286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 196192.042275629 471971.362826316 1156792.53744906 0 0 0 0 0 0 0 0 0 150.070187280081 22.5020113424194 1064.78987463599 707.985031674253 152.84339049213 414.450820095158 430.194890536141 3.14564240968868 1095.92328084386
3 8 20 1995 2840000 227340 0 0 0 0 0 0 0 227340 639800 0 2448173.8756 1551717.56414826 0 0 5996065.2 3921900 0 0 603071.337485083 3188305.702 0 0 0 900295.5 4678000 0 0 15203174.298 14668072.7230192 0 0 362768.9904 483203.392071429 645338.297057143 61898.1928714286 143145.149528571 158306.805128571 303725.012914286 59833.3991142857 13642.3164857143 71946.4591285714 138511.760271429 140403.992014286 164195.7318 152927.630614286 1123815.07671429 1151561.85852857 1191667.65081429 1211337.73697143 1230597.24454286 1232616.41845714 1248311.62787143 76311.3328953472 120941.799509856 178232.7591 178232.7591 187275.405342857 13162.3164 344546.838385714 346746.5082 349372.624371429 349098.905314286 1623064.75264286 1616672.02422857 1672663.43918571 1752359.32118571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 196192.042275629 471971.362826316 1156792.53744906 0 0 0 0 0 0 0 0 0 142.184522134485 12.806849741675 1056.44234259623 582.133026468535 130.791410186868 390.240983812303 802.929714230493 1.13207884665226 1271.74710932519
4 8 27 1995 1420000 227340 0 0 0 0 0 0 0 227340 386400 0 2108248.5008 1506782.39603693 0 0 4958953.6 3921900 0 0 578044.134931128 3035380.936 0 0 0 900295.5 4284000 0 0 13937538.334 14840586.0932766 0 0 311355.4275 410800.734514286 530390.177357143 47613.2316428571 114761.673385714 127037.378057143 240860.869457143 46667.1157714286 10308.1010142857 56778.8531142857 110614.234628571 111915.391885714 131446.635042857 120402.666128571 880933.049871429 905908.9221 941974.383085714 956406.1212 970439.181557143 970998.5205 975687.446957143 81785.2302102509 123026.293846313 135246.9663 135246.9663 143395.066928571 10601.6547857143 272523.023871429 272796.742928571 274996.412742857 268831.783542857 1256973.4476 1250654.10762857 1307799.90295714 1364166.19401429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 196192.042275629 471971.362826316 1156792.53744906 0 0 0 0 0 0 0 0 0 197.04348911991 32.4364486020741 984.354241682882 592.169207049149 177.898064758713 744.386506093564 815.54945934677 4.02712712607284 1345.84542605164
5 9 3 1995 0 227340 0 0 0 0 0 0 0 227340 133000 0 1768323.126 1492267.54067413 0 0 3921842 3921900 0 0 586267.621143968 2882456.17 0 0 0 900295.5 3890000 0 0 12671902.37 15110406.5883483 0 0 408662.552314286 527857.284342857 663729.044142857 69665.4669857143 112821.838328571 115989.4422 255294.591042857 42019.8422142857 10236.6960428571 49872.4056 100284.315428571 100546.133657143 118183.1616 87594.0652285714 969931.412871429 990805.466185714 1019807.78541429 1031899.02724286 1043496.38468571 1042357.87208571 1052423.98958571 65499.946561341 116633.59694164 137666.801442857 137666.801442857 148702.836471429 13253.5560857143 266471.452542857 265826.824328571 267651.618042857 260491.286185714 1300812.13311429 1300927.17445714 1352858.4234 1358426.0277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 196192.042275629 471971.362826316 1156792.53744906 0 0 0 0 0 0 0 0 0 102.440242201771 6.52306270029264 1011.67189513605 838.313199578578 124.625995468376 562.68832944273 544.123928222367 2.26415769330452 1284.97232893959
6 9 10 1995 0 227340 0 0 0 0 0 0 0 227340 180750 0 1764058.687 1477871.69359704 0 0 3921842 3921900 0 0 592844.826071093 2860737.283 0 0 0 900295.5 3907500 0 0 13115481.9 15330124.5951342 0 0 358560.064028571 454028.510828571 548497.288028571 54033.7286571429 97709.7695142857 116455.557985714 231512.768614286 35264.1385285714 8590.41475714286 43781.1648428571 109703.821242857 110138.201485714 129465.147085714 98491.2572571428 880367.760514286 907535.368671429 938114.547685714 953764.137257143 967188.271885714 968425.958057143 982490.753957143 64883.0817131341 103421.321161879 143067.794142857 143067.794142857 153903.498557143 13372.5643714286 271955.751042857 272683.685057143 274597.734985714 275351.454128571 1298396.26491429 1307702.71285714 1365183.71485714 1375523.55141429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 266062.241160849 719525.002632526 1478380.86569006 0 0 0 0 0 0 0 0 0 116.87165970084 9.93443725965468 648.403734360136 573.967241789219 96.3422208519625 386.445339265267 605.273875090069 2.01356356303642 923.527797759899
7 9 17 1995 0 227340 0 0 0 0 0 0 0 227340 228500 0 1759794.248 1463098.98694852 0 0 3921842 3921900 0 0 599007.485469647 2839018.396 0 0 0 900295.5 3925000 0 0 13559061.43 15458299.4450774 0 0 267016.907185714 329531.959671429 419676.769157143 37225.7917714286 78178.5263571429 89944.4788714286 163253.582871429 32473.3942285714 8175.86922857143 39260.8334571429 95666.7939428571 96047.6204571429 111736.879457143 86146.1310857143 621465.234942857 640619.618528571 666214.333842857 678204.418628571 689371.362771429 690470.205942857 701089.711971429 56054.3231821036 90391.1173058903 170584.493271429 170584.493271429 180930.280242857 12995.7048 286925.009914286 286843.687585714 288579.225085714 291425.506585714 1029697.37395714 1040059.0287 1096760.52642857 1108113.91688571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 266062.241160849 719525.002632526 1478380.86569006 0 0 0 0 0 0 0 0 0 102.212738718039 0 608.947594201129 219.338563087826 34.9541296603947 451.19954084304 343.762198431995 1.76296943276832 802.7531695654
8 9 24 1995 0 227340 0 0 0 0 0 0 0 227340 276250 0 1755529.809 1452200 0 0 3921842 3921900 0 0 605739.401168201 2817299.509 0 0 0 900295.5 3942500 0 0 14002640.96 15547554.6186491 0 0 228097.230814286 296770.962085714 399340.2366 34117.6920428571 64421.1685285714 78688.2785142857 146070.769885714 30388.7657571429 8745.12552857143 36158.6841428571 91422.1650857143 91741.5039857143 108948.118628571 80005.3035428571 586899.278357143 598901.263971429 619636.474285714 627619.946785714 636593.171528571 636400.7748 651657.637028571 56538.4468000095 82458.8758379173 172320.030771429 172320.030771429 186267.801857143 16869.4245 300561.375985714 299512.1196 301392.450514286 298123.6896 952494.715542857 957973.063628571 1013363.48674286 1021220.01707143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 266062.241160849 719525.002632526 1478380.86569006 0 0 0 0 0 0 0 0 0 163.643713369415 19.8688745193094 641.487918376727 155.724738465738 111.6758502588 354.591249502926 650.838364675599 1.13207884665226 863.287552788545
9 10 1 1995 0 227340 0 0 0 0 0 0 0 227340 324000 0 1751265.37 1452200 0 0 3921842 3921900 0 0 620216.772795326 2795580.622 0 0 0 900295.5 3960000 0 0 14446220.49 15533667.2944636 0 0 124954.733057143 181858.544871429 276011.950114286 26459.5088571429 77442.6584571429 96406.6287857143 166022.508985714 45417.5287714286 16490.5814571429 51342.1579285714 105467.126271429 109102.8294 131204.651528571 124393.410642857 553793.156742857 577668.202328571 598326.057257143 609151.844314286 624373.004057143 624954.161185714 636642.758314286 52359.7579579255 80451.3385607521 187682.016985714 187682.016985714 197412.927814286 32661.8240142857 362860.230085714 361953.783642857 364163.370814286 360906.510728571 1037363.49102857 1051166.4687 1104706.31297143 1114946.97595714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 266062.241160849 719525.002632526 1478380.86569006 0 0 0 0 0 0 0 0 0 15.0103947403485 8.80217969490973 494.915135946623 579.915587640213 52.9292977796767 259.934767043697 269.175410331386 1.13207884665226 730.267993632346
10 10 8 1995 0 227340 0 0 0 0 0 0 0 227340 336200 0 1752852.138 1452200 0 0 3921842 3921900 0 0 647820.758336737 2784274.9 0 0 0 900295.5 3958000 0 0 14516990.9 15542938.9826781 0 0 148113.745457143 231921.363728571 376564.034185714 32903.8075285714 95478.3641571429 123181.5096 229632.4377 102039.687642857 29617.1953714286 100893.241157143 146497.216242857 149317.712614286 203857.226485714 186206.314242857 766070.219442857 782856.338142857 802161.465557143 809583.615642857 839662.959857143 836806.761 841880.480914286 52645.9794051674 82783.5779806795 198208.299857143 198208.299857143 209514.087 29555.7077571429 378006.017914286 376207.009328571 378702.216385714 381247.010228571 1178656.07824286 1185161.86452857 1241421.04812857 1246683.19782857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242926.418713491 770423.86861996 1425168.43632564 0 0 0 0 0 0 0 0 0 94.6032469181389 0 122.831051269344 12.503264036177 24.4172283004609 169.808179684018 100.404763285382 0 162.313411061843
11 10 15 1995 0 227340 0 0 0 0 0 0 0 227340 348400 0 1754438.906 1452200 0 0 3921842 3921900 0 0 686498.464863862 2772969.178 0 0 0 900295.5 3956000 0 0 14587761.31 15638735.6450213 0 0 234638.719585714 402507.840471429 649410.3639 47639.0167714286 113839.359171429 145900.191342857 319638.404185714 127251.592971429 40690.9163571429 138601.016485714 213855.905957143 218830.4523 271761.370842857 269234.428242857 1254793.6125 1283462.70852857 1308293.78734286 1329774.78291429 1376378.4276 1375450.16297143 1393089.17438571 51469.5865233229 86315.5577150406 129536.552057143 129536.552057143 141054.570642857 45621.8263285714 349551.1368 349422.211157143 352347.831514286 362582.544085714 1764754.03414286 1778309.07788571 1834060.4928 1844079.00698571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242926.418713491 770423.86861996 1425168.43632564 0 0 0 0 0 0 0 0 0 0 0 212.014184958651 17.7853244001551 36.0934959949044 136.058112744971 222.660396916761 1.13207884665226 378.32736129181
12 10 22 1995 0 227340 0 0 0 0 0 0 0 227340 360600 0 1756025.674 1452200 0 0 3921842 3921900 0 0 714679.640590987 2761663.456 0 0 0 900295.5 3954000 0 0 14658531.72 15644921.051693 0 0 145027.463914286 227093.594271429 347809.648885714 29075.7076714286 93820.1820428571 120269.773542857 222087.312385714 97933.9017857143 30194.3855571429 113067.788785714 187584.826885714 192700.1997 229634.421171429 240345.166885714 875660.982814286 909717.187242857 936182.646514286 953349.591728571 991446.127457143 993362.160857143 1008660.67598571 47202.609144156 75263.203752555 160692.921257143 160692.921257143 173454.576428571 44584.4707714286 373670.149371429 373241.719542857 376413.290357143 377073.786342857 1466112.6585 1490545.05955714 1554523.91395714 1570102.09855714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242926.418713491 770423.86861996 1425168.43632564 0 0 0 0 0 0 0 0 0 54.8589669854247 0 215.27345121586 15.7773451819996 46.0885891323886 40.6695995504949 229.665478264393 0.881484716384161 315.910815123424
13 10 29 1995 0 227340 0 0 0 0 0 0 0 227340 372800 0 1757612.442 1452200 0 0 3921842 3921900 0 0 728669.078246684 2750357.734 0 0 0 900295.5 3952000 0 0 14729302.13 15599135.5399932 0 0 93056.5455428571 144712.091957143 211473.756771429 20037.0283714286 71938.5252428571 76333.8979285714 157356.722314286 62328.6061714286 16002.6474857143 80570.5929 152606.308242857 158342.507614286 190932.926657143 181588.792757143 631535.319385714 654031.852328571 678545.575714286 691918.140085714 719968.393028571 721880.459485714 738303.602914286 42066.287762836 71810.8358500439 166446.971871429 166446.971871429 172893.254014286 27849.9223285714 337933.944642857 341046.011314286 344620.226828571 334970.638328571 1171487.8125 1206581.37248571 1269507.00355714 1289329.81701429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242926.418713491 770423.86861996 1425168.43632564 0 0 0 0 0 0 0 0 0 47.5812752163464 0 77.3421449049567 5.82770726556016 25.5520177472864 180.672484338078 32.4085075573319 0 10.2946437881337
14 11 5 1995 0 227340 0 0 0 0 0 0 0 227340 385000 0 1759199.21 1452200 0 0 3921842 3921900 0 0 761025.461330952 2739052.012 0 0 0 900295.5 3950000 0 0 14800072.54 15572625.4036363 0 0 112331.920885714 172266.477042857 269200.709228571 22060.1692285714 98957.3730428571 140350.438285714 258739.880914286 94698.8598857143 34369.5929142857 103453.902771429 168597.0549 173718.378128571 222368.965328571 174722.014671429 827827.585842857 832923.123942857 857008.4175 890941.6467 973888.438371429 969772.735157143 983179.018542857 43592.6321617554 60088.0305023186 153613.911728571 153613.911728571 156210.275828571 75746.7903857143 403735.609285714 394395.442328571 401631.1461 403912.138242857 1332170.8164 1337256.43714286 1398394.96045714 1440968.1912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 157323.81905502 366471.872845023 843995.825511605 0 0 0 0 0 0 0 0 0 0 0 10.6008015213998 3.65003664342657 0 97.1291382945659 148.304451317503 0 7.9694237834682
15 11 12 1995 0 227340 0 0 0 0 0 0 0 227340 393750 0 1765248.763 1452200 0 0 3921842 3921900 0 0 822207.634686648 2724671.927 0 0 0 900295.5 3937500 0 0 14832304.02 15556841.8807652 0 0 123058.534371429 180884.6604 313582.865914286 24174.5497714286 120472.087628571 171266.807442857 330618.902014286 180152.759442857 63195.3831857143 190919.042357143 299022.202157143 312670.469057143 392390.152714286 340815.928628571 1197088.47822857 1216014.7626 1267390.63954286 1310671.96958571 1427357.61025714 1424927.85775714 1445593.64657143 42393.085711513 55739.5145207552 142195.066714286 142195.066714286 147391.761857143 141728.950928571 664064.250814286 662650.035685714 681584.253942857 696739.959128571 2228156.43094286 2278294.62171429 2369375.62971429 2429345.88835714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 157323.81905502 366471.872845023 843995.825511605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 11 19 1995 0 227340 0 0 0 0 0 0 0 227340 402500 0 1771298.316 1452200 0 0 3921842 3921900 0 0 896615.595528059 2710291.842 0 0 0 900295.5 3925000 0 0 14864535.5 15530147.2815654 0 0 112147.458042857 185347.471114286 348733.946571429 26731.2444428571 136359.693771429 196919.043428571 363542.544257143 221652.932142857 76421.1706714286 247497.564857143 379622.547128571 395845.359942857 463422.231514286 437583.549214286 1394906.03421429 1424931.8247 1487101.75315714 1538584.73755714 1638690.54055714 1638153.0198 1659566.57734286 76305.9037094425 106047.004013025 171637.7166 171637.7166 175981.519028571 112256.548971429 578810.681871429 576367.045071429 587000.4354 590870.188157143 2342285.37694286 2386489.0212 2454052.00847143 2495304.24724286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 157323.81905502 366471.872845023 843995.825511605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 11 26 1995 0 227340 0 0 0 0 0 0 0 227340 411250 0 1777347.869 1452200 0 0 3921842 3921900 0 0 1025253.64869804 2695911.757 0 0 0 900295.5 3912500 0 0 14896766.98 15512108.55168 0 0 120803.327357143 199495.572814286 381776.5971 31140.5014285714 197819.539457143 402547.5099 682216.981328571 351883.6992 130651.263 393848.004214286 673539.293828571 735572.362757143 868034.535171429 779942.618614286 2411123.73634286 2449710.18951429 2558991.53134286 2695607.09292857 2988260.36832857 2970940.69581429 2969754.5799 48225.2799076926 66862.8635789624 228940.206171429 228940.206171429 238873.431085714 476302.894971429 1584876.97722857 1556019.45141429 1601581.7736 1589639.29212857 4411575.66381429 4494893.36464286 4587406.43901429 4643298.6804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 157323.81905502 366471.872845023 843995.825511605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 12 3 1995 0 227340 0 0 0 0 0 0 0 227340 420000 0 1783397.422 1452200 0 0 3921842 3921900 0 0 1090466.2359966 2681531.672 0 0 0 900295.5 3900000 0 0 14928998.46 15302050.8955519 0 0 67626.4583571429 128977.213114286 282821.207528571 21250.9128857143 129736.882671429 265797.072257143 439878.425657143 209141.194371429 67225.7971285714 265947.816085714 578144.235471429 617414.986285714 704116.489371428 778302.287742857 1933839.02301429 2028986.14744286 2167236.08948571 2263206.35455714 2393151.50172857 2413008.0342 2479252.01297143 53726.6437209696 89031.0687546757 224933.593885714 224933.593885714 236173.926471429 226960.701685714 1114833.91808571 1143149.9562 1176186.65631429 1135352.93001429 4233773.31801429 4453099.63817143 4581319.1652 4635208.10044286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 157323.81905502 366471.872845023 843995.825511605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 12 10 1995 342500 227340 0 0 0 0 0 0 0 227340 425500 0 1781562.7215 1452200 0 0 3921842 3921900 0 0 1152130.39290944 2655449.173 0 0 0 900295.5 3875000 0 0 14937081.1225 15109663.986381 0 0 85297.2053142857 137280.024514286 279818.231785714 24745.7895428571 123871.757657143 213322.352142857 391440.0699 165899.533757143 63677.3667428571 187898.215371429 388310.151985714 417669.496071429 528783.5655 517094.968371429 1560123.2538 1591708.05282857 1653953.3532 1683253.19314286 1742685.93102857 1739482.62467143 1780306.43361429 41793.5728549564 107993.350523532 217914.0885 217914.0885 243165.663257143 228632.7681 1039559.1939 1029350.26645714 1072774.40644286 1057223.99044286 2869156.87598571 3009957.56228571 3124072.62398571 3122680.22704286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180459.641502378 437267.534816535 906925.334265864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
